New_File_name,Set,Numéro,File_name,Rareté,Encre,Encre #,Nom FR,Sous-titre FR,Catégorie,Classifications,Encrable,Coût,Force,Volonté,Lore
01_FR_28.jpg,1.0,28,01•FR•028 {C} - ❶② Coût 01✔ - ✟.jpg,C,Ambre,❶,Lueur réparatrice,,Action,Action,1,1.0,,,
01_FR_29.jpg,1.0,29,01•FR•029 {R} - ❶② Coût 03✖ - ✟.jpg,R,Ambre,❶,Juste à temps,,Action,Action,0,3.0,,,
01_FR_30.jpg,1.0,30,01•FR•030 {R} - ❶③ Coût 03✖ - ✟.jpg,R,Ambre,❶,Partir là-bas,,Action,Action • Chanson,0,3.0,,,
01_FR_31.jpg,1.0,31,01•FR•031 {U} - ❶② Coût 04✔ - ✟.jpg,U,Ambre,❶,Tu m'as oublié,,Action,Action,1,4.0,,,
01_FR_32.jpg,1.0,32,01•FR•032 {C} - ❶④ Coût 01✔ - ✟.jpg,C,Ambre,❶,Zirgouflex,,Objet,Objet,1,1.0,,,
01_FR_33.jpg,1.0,33,01•FR•033 {R} - ❶④ Coût 02✖ - ☥.jpg,R,Ambre,❶,Lanterne,,Objet,Objet,0,2.0,,,
01_FR_34.jpg,1.0,34,01•FR•034 {R} - ❶④ Coût 03✖ - ☥.jpg,R,Ambre,❶,Pendentif en coquillage d'Ursula,,Objet,Objet,0,3.0,,,
01_FR_35.jpg,1.0,35,01•FR•035 {U} - ❷① Coût 04✔ - ✟.jpg,U,Améthyste,❷,Anna,Héritière d'Arendelle,Personnage,Storyborn • Héros • Reine,1,4.0,2,4,2
01_FR_36.jpg,1.0,36,01•FR•036 {C} - ❷① Coût 01✔ - ✟.jpg,C,Améthyste,❷,Archimède,Hibou extrêmement instruit,Personnage,Dreamborn • Allié,1,1.0,2,2,1
01_FR_37.jpg,1.0,37,01•FR•037 {R} - ❷① Coût 07✖ - ✟.jpg,R,Améthyste,❷,Dr. Facilier,Agent provocateur,Personnage,Floodborn • Méchant • Mage,0,7.0,4,5,3
01_FR_38.jpg,1.0,38,01•FR•038 {C} - ❷① Coût 02✔ - ✟.jpg,C,Améthyste,❷,Dr. Facilier,Charlatan,Personnage,Storyborn • Méchant • Mage,1,2.0,0,4,1
01_FR_39.jpg,1.0,39,01•FR•039 {R} - ❷① Coût 03✔ - ✟.jpg,R,Améthyste,❷,Dr. Facilier,Étrange gentleman,Personnage,Storyborn • Méchant • Mage,1,3.0,2,4,1
01_FR_40.jpg,1.0,40,01•FR•040 {C} - ❷① Coût 04✔ - ✟.jpg,C,Améthyste,❷,Elsa,Reine Régente,Personnage,Storyborn • Héros • Reine • Mage,1,4.0,4,4,1
01_FR_41.jpg,1.0,41,01•FR•041 {U} - ❷① Coût 03✔ - ☥.jpg,U,Améthyste,❷,Elsa,Reine des Neiges,Personnage,Dreamborn • Héros • Reine • Mage,1,3.0,2,3,1
01_FR_42.jpg,1.0,42,01•FR•042 {L} - ❷① Coût 08✖ - ☥.jpg,L,Améthyste,❷,Elsa,Esprit de l'hiver,Personnage,Floodborn • Héros • Reine • Mage,0,8.0,4,6,3
01_FR_43.jpg,1.0,43,01•FR•043 {R} - ❷① Coût 05✖ - ✟.jpg,R,Améthyste,❷,Flotsam,Espion d'Ursula,Personnage,Storyborn • Allié,0,5.0,3,4,2
01_FR_44.jpg,1.0,44,01•FR•044 {R} - ❷① Coût 04✔ - ☥.jpg,R,Améthyste,❷,Jafar,Gardien des secrets,Personnage,Dreamborn • Méchant • Mage,1,4.0,0,5,2
01_FR_45.jpg,1.0,45,01•FR•045 {C} - ❷① Coût 04✔ - ✟.jpg,C,Améthyste,❷,Jafar,Sorcier maléfique,Personnage,Dreamborn • Méchant • Mage,1,4.0,2,5,1
01_FR_46.jpg,1.0,46,01•FR•046 {C} - ❷① Coût 04✔ - ✟.jpg,C,Améthyste,❷,Jetsam,Espion d'Ursula,Personnage,Storyborn • Allié,1,4.0,3,3,1
01_FR_47.jpg,1.0,47,01•FR•047 {C} - ❷① Coût 02✔ - ✟.jpg,C,Améthyste,❷,Balai magique,Armés de seaux,Personnage,Dreamborn • Balai,1,2.0,2,2,1
01_FR_48.jpg,1.0,48,01•FR•048 {R} - ❷① Coût 01✖ - ✟.jpg,R,Améthyste,❷,Maléfique,Attendant son heure,Personnage,Dreamborn • Méchant • Mage,0,1.0,1,1,2
01_FR_49.jpg,1.0,49,01•FR•049 {C} - ❷① Coût 03✔ - ✟.jpg,C,Améthyste,❷,Maléfique,Sorcière,Personnage,Storyborn • Méchant • Mage,1,3.0,2,2,1
01_FR_50.jpg,1.0,50,01•FR•050 {SR} - ❷① Coût 06✖ - ✟.jpg,SR,Améthyste,❷,Guimauve,Gardien tenace,Personnage,Storyborn • Allié,0,6.0,5,5,1
01_FR_51.jpg,1.0,51,01•FR•051 {SR} - ❷① Coût 04✔ - ✟.jpg,SR,Améthyste,❷,Mickey Mouse,Sorcier renégat,Personnage,Dreamborn • Mage,1,4.0,3,4,2
01_FR_52.jpg,1.0,52,01•FR•052 {U} - ❷① Coût 01✔ - ☥.jpg,U,Améthyste,❷,Olaf,Gentil bonhomme de neige,Personnage,Storyborn • Allié,1,1.0,1,3,1
01_FR_53.jpg,1.0,53,01•FR•053 {U} - ❷① Coût 01✔ - ✟.jpg,U,Améthyste,❷,Pascal,Compagnon de Raiponce,Personnage,Storyborn • Allié,1,1.0,1,1,1
01_FR_54.jpg,1.0,54,01•FR•054 {U} - ❷① Coût 03✖ - ✟.jpg,U,Améthyste,❷,Rafiki,Mystérieux sage,Personnage,Dreamborn • Mentor • Mage,0,3.0,3,3,1
01_FR_55.jpg,1.0,55,01•FR•055 {U} - ❷① Coût 06✔ - ☥.jpg,U,Améthyste,❷,Sven,Fournisseur officiel de glace,Personnage,Storyborn • Allié,1,6.0,5,7,1
01_FR_56.jpg,1.0,56,01•FR•056 {SR} - ❷① Coût 05✔ - ☥.jpg,SR,Améthyste,❷,La Reine,Vaniteuse et malfaisante,Personnage,Storyborn • Méchant • Reine,1,5.0,4,5,1
01_FR_57.jpg,1.0,57,01•FR•057 {C} - ❷① Coût 03✔ - ✟.jpg,C,Améthyste,❷,Madame de Garderobe,Confidente de Belle,Personnage,Dreamborn • Allié,1,3.0,3,4,1
01_FR_58.jpg,1.0,58,01•FR•058 {C} - ❷① Coût 05✖ - ✟.jpg,C,Améthyste,❷,La fée Clochette,Alliée de Peter Pan,Personnage,Storyborn • Allié • Fée,0,5.0,3,3,2
01_FR_59.jpg,1.0,59,01•FR•059 {L} - ❷① Coût 07✖ - ✟.jpg,L,Améthyste,❷,Ursula,Assoiffée de pouvoir,Personnage,Storyborn • Méchant • Mage,0,7.0,2,8,3
01_FR_60.jpg,1.0,60,01•FR•060 {C} - ❷① Coût 02✔ - ✟.jpg,C,Améthyste,❷,Yzma,Alchimiste,Personnage,Dreamborn • Méchant • Mage,1,2.0,2,2,1
01_FR_61.jpg,1.0,61,01•FR•061 {R} - ❷① Coût 04✖ - ✟.jpg,R,Améthyste,❷,Zeus,Dieu de la Foudre,Personnage,Storyborn • Dieu,0,4.0,0,4,2
01_FR_62.jpg,1.0,62,01•FR•062 {U} - ❷② Coût 01✔ - ✟.jpg,U,Améthyste,❷,Emberlificotage,,Action,Action,1,1.0,,,
01_FR_63.jpg,1.0,63,01•FR•063 {C} - ❷② Coût 02✖ - ✟.jpg,C,Améthyste,❷,Gel,,Action,Action,0,2.0,,,
01_FR_64.jpg,1.0,64,01•FR•064 {C} - ❷③ Coût 03✔ - ✟.jpg,C,Améthyste,❷,Mes amis de l'au-delà,,Action,Action • Chanson,1,3.0,,,
01_FR_65.jpg,1.0,65,01•FR•065 {U} - ❷③ Coût 01✔ - ✟.jpg,U,Améthyste,❷,Réflexion,,Action,Action • Chanson,1,1.0,,,
01_FR_66.jpg,1.0,66,01•FR•066 {R} - ❷④ Coût 02✖ - ☥.jpg,R,Améthyste,❷,Miroir magique,,Objet,Objet,0,2.0,,,
01_FR_67.jpg,1.0,67,01•FR•067 {U} - ❷④ Coût 02✖ - ✟.jpg,U,Améthyste,❷,Chaudron d'Ursula,,Objet,Objet,0,2.0,,,
01_FR_68.jpg,1.0,68,01•FR•068 {R} - ❷④ Coût 03✔ - ☥.jpg,R,Améthyste,❷,Montre à gousset,,Objet,Objet,1,3.0,,,
01_FR_69.jpg,1.0,69,01•FR•069 {C} - ❸① Coût 02✔ - ☥.jpg,C,Émeraude,❸,Aladdin,Prince Ali,Personnage,Storyborn • Héros • Prince,1,2.0,2,2,1
01_FR_70.jpg,1.0,70,01•FR•070 {L} - ❸① Coût 05✖ - ✟.jpg,L,Émeraude,❸,La Bête,Fléau des loups,Personnage,Dreamborn • Héros • Prince,0,5.0,4,4,2
01_FR_71.jpg,1.0,71,01•FR•071 {U} - ❸① Coût 03✔ - ✟.jpg,U,Émeraude,❸,Chat du Cheshire,N'a pas toujours toute sa tête,Personnage,Storyborn,1,3.0,0,3,2
01_FR_72.jpg,1.0,72,01•FR•072 {R} - ❸① Coût 02✔ - ✟.jpg,R,Émeraude,❸,Cruella d'enfer,Cruelle Diablesse,Personnage,Storyborn • Méchant,1,2.0,1,3,1
01_FR_73.jpg,1.0,73,01•FR•073 {C} - ❸① Coût 01✔ - ✟.jpg,C,Émeraude,❸,Le Duc de Weselton,Dignitaire opportuniste,Personnage,Storyborn • Méchant,1,1.0,2,2,1
01_FR_74.jpg,1.0,74,01•FR•074 {U} - ❸① Coût 02✔ - ✟.jpg,U,Émeraude,❸,Flynn Rider,Charmant voleur,Personnage,Storyborn • Héros • Prince,1,2.0,1,2,2
01_FR_75.jpg,1.0,75,01•FR•075 {SR} - ❸① Coût 06✖ - ✟.jpg,SR,Émeraude,❸,Génie,Fait le show,Personnage,Storyborn • Allié,0,6.0,3,4,2
01_FR_76.jpg,1.0,76,01•FR•076 {R} - ❸① Coût 08✖ - ✟.jpg,R,Émeraude,❸,Génie,Déchaîne ses pouvoirs,Personnage,Floodborn • Héros,0,8.0,3,5,3
01_FR_77.jpg,1.0,77,01•FR•077 {C} - ❸① Coût 02✔ - ✟.jpg,C,Émeraude,❸,Génie,À votre service,Personnage,Dreamborn • Allié,1,2.0,2,3,1
01_FR_78.jpg,1.0,78,01•FR•078 {R} - ❸① Coût 04✔ - ✟.jpg,R,Émeraude,❸,Hans,Prince malfaisant,Personnage,Storyborn • Méchant • Prince,1,4.0,3,3,3
01_FR_79.jpg,1.0,79,01•FR•079 {C} - ❸① Coût 03✔ - ✟.jpg,C,Émeraude,❸,Horace,Crapule bonne à rien,Personnage,Storyborn • Allié,1,3.0,4,3,1
01_FR_80.jpg,1.0,80,01•FR•080 {R} - ❸① Coût 03✔ - ✟.jpg,R,Émeraude,❸,Iago,Perroquet braillard,Personnage,Storyborn • Allié,1,3.0,1,4,1
01_FR_81.jpg,1.0,81,01•FR•081 {U} - ❸① Coût 03✔ - ✟.jpg,U,Émeraude,❸,Jasper,Petite frappe,Personnage,Storyborn • Allié,1,3.0,2,4,1
01_FR_82.jpg,1.0,82,01•FR•082 {L} - ❸① Coût 06✔ - ☥.jpg,L,Émeraude,❸,John Silver,Pirate extraterrestre,Personnage,Storyborn • Méchant • Alien • Pirate • Capitaine,1,6.0,5,5,2
01_FR_83.jpg,1.0,83,01•FR•083 {U} - ❸① Coût 05✔ - ✟.jpg,U,Émeraude,❸,Jumba Jookiba,Scientifique dissident,Personnage,Dreamborn • Alien • Inventeur,1,5.0,4,5,2
01_FR_84.jpg,1.0,84,01•FR•084 {R} - ❸① Coût 05✖ - ☥.jpg,R,Émeraude,❸,Kuzco,Empereur pourri gâté,Personnage,Storyborn • Roi,0,5.0,2,4,3
01_FR_85.jpg,1.0,85,01•FR•085 {R} - ❸① Coût 06✖ - ✟.jpg,R,Émeraude,❸,Madame de Trémaine,Cruelle marâtre,Personnage,Dreamborn • Méchant,0,6.0,1,5,1
01_FR_86.jpg,1.0,86,01•FR•086 {U} - ❸① Coût 05✔ - ✟.jpg,U,Émeraude,❸,Le Chapelier fou,Hôte courtois,Personnage,Storyborn,1,5.0,2,4,3
01_FR_87.jpg,1.0,87,01•FR•087 {C} - ❸① Coût 02✔ - ☥.jpg,C,Émeraude,❸,Mégara,Tireuse de ficelles,Personnage,Dreamborn • Allié,1,2.0,2,1,1
01_FR_88.jpg,1.0,88,01•FR•088 {SR} - ❸① Coût 07✖ - ✟.jpg,SR,Émeraude,❸,Mickey Mouse,Bandit rusé,Personnage,Floodborn • Héros,0,7.0,6,5,2
01_FR_89.jpg,1.0,89,01•FR•089 {C} - ❸① Coût 03✔ - ☥.jpg,C,Émeraude,❸,Mickey Mouse,Pilote de bateau à vapeur,Personnage,Storyborn • Héros • Capitaine,1,3.0,3,4,1
01_FR_90.jpg,1.0,90,01•FR•090 {SR} - ❸① Coût 06✔ - ✟.jpg,SR,Émeraude,❸,Mère Gothel,Manipulatrice égoïste,Personnage,Storyborn • Méchant,1,6.0,3,6,2
01_FR_91.jpg,1.0,91,01•FR•091 {C} - ❸① Coût 03✔ - ✟.jpg,C,Émeraude,❸,Peter Pan,Toujours dans les airs,Personnage,Dreamborn • Héros,1,3.0,3,2,1
01_FR_92.jpg,1.0,92,01•FR•092 {U} - ❸① Coût 02✔ - ✟.jpg,U,Émeraude,❸,Tamatoa,Petit crabe triste,Personnage,Dreamborn,1,2.0,1,4,1
01_FR_93.jpg,1.0,93,01•FR•093 {C} - ❸① Coût 04✔ - ☥.jpg,C,Émeraude,❸,La fée Clochette,La plus serviable,Personnage,Storyborn • Allié • Fée,1,4.0,2,3,2
01_FR_94.jpg,1.0,94,01•FR•094 {R} - ❸② Coût 03✖ - ✟.jpg,R,Émeraude,❸,Recommence !,,Action,Action,0,3.0,,,
01_FR_95.jpg,1.0,95,01•FR•095 {U} - ❸③ Coût 03✖ - ☥.jpg,U,Émeraude,❸,N'écoute que moi,,Action,Action • Chanson,0,3.0,,,
01_FR_96.jpg,1.0,96,01•FR•096 {C} - ❸② Coût 01✖ - ✟.jpg,C,Émeraude,❸,Ruée,,Action,Action,0,1.0,,,
01_FR_97.jpg,1.0,97,01•FR•097 {R} - ❸② Coût 05✖ - ✟.jpg,R,Émeraude,❸,Voler aux Riches,,Action,Action,0,5.0,,,
01_FR_98.jpg,1.0,98,01•FR•098 {C} - ❸③ Coût 02✔ - ☥.jpg,C,Émeraude,❸,Cruelle diablesse,,Action,Action • Chanson,1,2.0,,,
01_FR_99.jpg,1.0,99,01•FR•099 {U} - ❸② Coût 03✔ - ✟.jpg,U,Émeraude,❸,La Bête est à moi !,,Action,Action,1,3.0,,,
01_FR_100.jpg,1.0,100,01•FR•100 {C} - ❸② Coût 01✔ - ✟.jpg,C,Émeraude,❸,Trahison Brutale,,Action,Action,1,1.0,,,
01_FR_101.jpg,1.0,101,01•FR•101 {U} - ❸④ Coût 02✖ - ✟.jpg,U,Émeraude,❸,Cartes du Dr. Facilier,,Objet,Objet,0,2.0,,,
01_FR_102.jpg,1.0,102,01•FR•102 {C} - ❸④ Coût 02✔ - ✟.jpg,C,Émeraude,❸,Cimeterre volé,,Objet,Objet,1,2.0,,,
01_FR_103.jpg,1.0,103,01•FR•103 {C} - ❹① Coût 03✔ - ✟.jpg,C,Rubis,❹,Abu,Singe malicieux,Personnage,Storyborn • Allié,1,3.0,3,2,2
01_FR_104.jpg,1.0,104,01•FR•104 {SR} - ❹① Coût 07✔ - ✟.jpg,SR,Rubis,❹,Aladdin,Hors-la-loi héroïque,Personnage,Floodborn • Héros,1,7.0,5,5,2
01_FR_105.jpg,1.0,105,01•FR•105 {C} - ❹① Coût 03✔ - ✟.jpg,C,Rubis,❹,Aladdin,Vaurien,Personnage,Storyborn • Héros,1,3.0,2,2,1
01_FR_106.jpg,1.0,106,01•FR•106 {U} - ❹① Coût 05✔ - ✟.jpg,U,Rubis,❹,Capitaine,Lieutenant du Colonel,Personnage,Storyborn • Allié • Capitaine,1,5.0,6,5,1
01_FR_107.jpg,1.0,107,01•FR•107 {R} - ❹① Coût 07✖ - ✟.jpg,R,Rubis,❹,Capitaine Crochet,Pirate impitoyable,Personnage,Storyborn • Méchant • Pirate • Capitaine,0,7.0,5,5,2
01_FR_108.jpg,1.0,108,01•FR•108 {U} - ❹① Coût 02✔ - ✟.jpg,U,Rubis,❹,Donald,Volatile colérique,Personnage,Storyborn,1,2.0,2,3,1
01_FR_109.jpg,1.0,109,01•FR•109 {C} - ❹① Coût 04✔ - ✟.jpg,C,Rubis,❹,Elsa,Surfeuse des glaces,Personnage,Dreamborn • Héros • Reine • Mage,1,4.0,3,4,1
01_FR_110.jpg,1.0,110,01•FR•110 {C} - ❹① Coût 02✔ - ☥.jpg,C,Rubis,❹,Gaston,Chasseur arrogant,Personnage,Storyborn • Méchant,1,2.0,4,2,0
01_FR_111.jpg,1.0,111,01•FR•111 {C} - ❹① Coût 05✔ - ✟.jpg,C,Rubis,❹,Dingo,Tête brulée,Personnage,Dreamborn • Héros,1,5.0,3,4,2
01_FR_112.jpg,1.0,112,01•FR•112 {R} - ❹① Coût 02✔ - ☥.jpg,R,Rubis,❹,Le fou,Agitateur de foule,Personnage,Dreamborn • Allié,1,2.0,2,2,1
01_FR_113.jpg,1.0,113,01•FR•113 {L} - ❹① Coût 09✔ - ☥.jpg,L,Rubis,❹,Maléfique,Dragon monstrueux,Personnage,Storyborn • Méchant • Dragon,1,9.0,7,5,2
01_FR_114.jpg,1.0,114,01•FR•114 {R} - ❹① Coût 05✔ - ✟.jpg,R,Rubis,❹,Maui,Idole des Hommes,Personnage,Storyborn • Héros • Dieu,1,5.0,6,5,0
01_FR_115.jpg,1.0,115,01•FR•115 {L} - ❹① Coût 08✔ - ✟.jpg,L,Rubis,❹,Mickey Mouse,Brave petit tailleur,Personnage,Dreamborn • Héros,1,8.0,5,5,4
01_FR_116.jpg,1.0,116,01•FR•116 {C} - ❹① Coût 01✔ - ✟.jpg,C,Rubis,❹,Minnie,Toujours élégante,Personnage,Storyborn • Héros,1,1.0,1,3,1
01_FR_117.jpg,1.0,117,01•FR•117 {U} - ❹① Coût 05✔ - ✟.jpg,U,Rubis,❹,Vaiana,Choisie par l'Océan,Personnage,Storyborn • Héros • Princesse,1,5.0,2,6,2
01_FR_118.jpg,1.0,118,01•FR•118 {SR} - ❹① Coût 05✔ - ✟.jpg,SR,Rubis,❹,Mulan,Soldat impérial,Personnage,Storyborn • Héros • Princesse,1,5.0,4,5,1
01_FR_119.jpg,1.0,119,01•FR•119 {C} - ❹① Coût 03✖ - ✟.jpg,C,Rubis,❹,Peter Pan,Combattant intrépide,Personnage,Storyborn • Héros,0,3.0,3,2,1
01_FR_120.jpg,1.0,120,01•FR•120 {C} - ❹① Coût 04✔ - ✟.jpg,C,Rubis,❹,Pongo,Sacripant,Personnage,Storyborn • Héros,1,4.0,2,3,2
01_FR_121.jpg,1.0,121,01•FR•121 {U} - ❹① Coût 06✖ - ☥.jpg,U,Rubis,❹,Raiponce,Lançant sa chevelure,Personnage,Dreamborn • Héros • Princesse,0,6.0,5,4,2
01_FR_122.jpg,1.0,122,01•FR•122 {C} - ❹① Coût 04✔ - ✟.jpg,C,Rubis,❹,Scar,Ardent usurpateur,Personnage,Dreamborn • Méchant,1,4.0,5,3,1
01_FR_123.jpg,1.0,123,01•FR•123 {R} - ❹① Coût 08✖ - ✟.jpg,R,Rubis,❹,Scar,Fanatique sans scrupule,Personnage,Floodborn • Méchant • Roi,0,8.0,6,6,1
01_FR_124.jpg,1.0,124,01•FR•124 {C} - ❹① Coût 01✔ - ☥.jpg,C,Rubis,❹,Sergent Tibbs,Chat courageux,Personnage,Storyborn • Allié,1,1.0,2,2,1
01_FR_125.jpg,1.0,125,01•FR•125 {R} - ❹① Coût 06✔ - ✟.jpg,R,Rubis,❹,Stitch,Abominable créature,Personnage,Storyborn • Héros • Alien,1,6.0,4,6,3
01_FR_126.jpg,1.0,126,01•FR•126 {SR} - ❹① Coût 06✖ - ✟.jpg,SR,Rubis,❹,Te Kā,Démon de la Terre et du Feu,Personnage,Storyborn • Méchant • Dieu,0,6.0,8,6,0
01_FR_127.jpg,1.0,127,01•FR•127 {U} - ❹① Coût 06✔ - ✟.jpg,U,Rubis,❹,Tigrou,Merveilleux d'être un tigrou,Personnage,Storyborn • Tigrou,1,6.0,4,4,2
01_FR_128.jpg,1.0,128,01•FR•128 {R} - ❹③ Coût 07✖ - ✟.jpg,R,Rubis,❹,Soyez prêtes !,,Action,Action • Chanson,0,7.0,,,
01_FR_129.jpg,1.0,129,01•FR•129 {U} - ❹② Coût 02✔ - ✟.jpg,U,Rubis,❹,Droit Au But,,Action,Action,1,2.0,,,
01_FR_130.jpg,1.0,130,01•FR•130 {U} - ❹② Coût 05✖ - ☥.jpg,U,Rubis,❹,Feu du dragon,,Action,Action,0,5.0,,,
01_FR_131.jpg,1.0,131,01•FR•131 {U} - ❹② Coût 01✔ - ✟.jpg,U,Rubis,❹,Attiser les flammes,,Action,Action,1,1.0,,,
01_FR_132.jpg,1.0,132,01•FR•132 {C} - ❹② Coût 01✔ - ✟.jpg,C,Rubis,❹,Il a un sabre !,,Action,Action,1,1.0,,,
01_FR_133.jpg,1.0,133,01•FR•133 {C} - ❹② Coût 02✔ - ✟.jpg,C,Rubis,❹,Enchevêtré,,Action,Action,1,2.0,,,
01_FR_134.jpg,1.0,134,01•FR•134 {R} - ❹④ Coût 03✖ - ✟.jpg,R,Rubis,❹,Pomme empoisonnée,,Objet,Objet,0,3.0,,,
01_FR_135.jpg,1.0,135,01•FR•135 {U} - ❹④ Coût 01✔ - ✟.jpg,U,Rubis,❹,Bouclier de vertu,,Objet,Objet,1,1.0,,,
01_FR_136.jpg,1.0,136,01•FR•136 {R} - ❹④ Coût 04✖ - ✟.jpg,R,Rubis,❹,Épée de vérité,,Objet,Objet,0,4.0,,,
01_FR_137.jpg,1.0,137,01•FR•137 {R} - ❺① Coût 04✖ - ✟.jpg,R,Saphir,❺,Ariel,Collectionneuse de couics et de couacs,Personnage,Storyborn • Héros • Princesse,0,4.0,3,3,1
